,Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn
4160,No,56,No,No,DSL,No,No,Month-to-month,Yes,44.85,0
1647,Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,90.1,0
4162,No,56,Yes,No,Fiber optic,No,No,One year,Yes,100.55,0
969,No,63,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.6,0
151,No,51,No,Yes,Fiber optic,Yes,Yes,One year,Yes,111.5,0
1745,No,1,No,No,Fiber optic,No,No,Month-to-month,No,70.75,1
1327,Yes,61,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.4,0
4557,No,24,No,No,DSL,Yes,No,Month-to-month,Yes,40.65,1
3620,No,25,No,Yes,Fiber optic,No,No,Month-to-month,Yes,89.7,1
2643,No,57,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,103.05,0
4612,No,64,No,Yes,DSL,Yes,Yes,Month-to-month,No,74.65,0
1245,No,53,Yes,No,DSL,Yes,Yes,One year,No,77.4,0
2897,No,2,No,No,DSL,No,No,Month-to-month,No,44.65,1
3304,Yes,1,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,60.0,1
3777,Yes,68,Yes,Yes,DSL,Yes,Yes,Two year,Yes,88.85,0
3254,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,70.6,0
937,No,1,No,No,Fiber optic,No,No,Month-to-month,No,76.0,1
4695,No,16,No,No,Fiber optic,No,No,Month-to-month,Yes,84.95,1
4001,No,33,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,95.0,0
3106,No,56,Yes,Yes,Fiber optic,Yes,No,One year,No,110.5,0
3117,No,5,No,Yes,DSL,No,No,Month-to-month,Yes,51.35,0
355,No,3,No,No,Fiber optic,No,No,Month-to-month,No,75.0,1
906,No,43,No,No,DSL,Yes,No,Month-to-month,Yes,49.05,1
1310,Yes,72,Yes,No,DSL,Yes,Yes,Two year,No,48.9,0
1527,Yes,71,Yes,No,Fiber optic,Yes,No,Two year,No,106.7,0
107,No,36,No,No,Fiber optic,No,No,Month-to-month,Yes,84.1,1
2059,Yes,39,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,81.5,0
308,Yes,19,No,No,Fiber optic,No,Yes,One year,Yes,100.95,1
999,No,13,Yes,No,DSL,Yes,No,Month-to-month,Yes,78.75,0
400,No,9,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,94.85,1
1553,No,24,Yes,Yes,DSL,No,Yes,Month-to-month,No,60.45,0
3164,No,59,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,89.75,0
956,No,37,No,No,Fiber optic,No,No,Month-to-month,Yes,76.25,1
3121,Yes,45,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.85,0
4702,No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,74.75,1
1809,No,15,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,0
2178,No,46,Yes,No,Fiber optic,No,No,Month-to-month,Yes,89.15,0
2205,No,17,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,90.95,0
4246,Yes,15,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.55,0
2750,Yes,20,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.7,0
4407,No,2,No,No,DSL,No,No,Month-to-month,No,62.05,1
4587,Yes,8,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.15,0
3687,Yes,68,No,Yes,DSL,No,Yes,Two year,No,70.8,0
4270,No,72,No,Yes,DSL,Yes,Yes,Two year,Yes,85.15,0
3980,Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,0
3309,No,54,No,Yes,DSL,No,Yes,One year,No,72.1,0
4454,No,7,No,Yes,DSL,No,No,Month-to-month,Yes,51.3,0
3626,No,27,Yes,Yes,Fiber optic,Yes,No,One year,Yes,110.5,0
1909,No,13,No,Yes,DSL,No,No,Month-to-month,No,29.15,0
2090,No,23,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,106.4,1
3397,Yes,7,Yes,Yes,DSL,Yes,No,Two year,No,38.55,0
1584,No,37,No,No,Fiber optic,No,No,Month-to-month,Yes,96.55,1
4229,Yes,5,No,No,DSL,No,No,Month-to-month,No,46.0,1
1558,No,72,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,110.6,0
121,Yes,30,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,94.4,1
2179,No,30,No,No,Fiber optic,No,No,Month-to-month,Yes,90.25,1
4744,No,71,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,116.25,0
4439,No,72,Yes,No,Fiber optic,No,Yes,Two year,Yes,84.7,0
828,No,7,No,No,DSL,No,No,One year,Yes,24.35,0
1661,No,20,No,No,Fiber optic,No,No,Month-to-month,No,70.55,0
2702,No,43,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,108.15,1
1082,No,45,Yes,Yes,Fiber optic,No,No,One year,No,96.75,0
4545,Yes,25,No,Yes,Fiber optic,No,No,Month-to-month,Yes,75.5,0
1402,Yes,71,Yes,Yes,DSL,Yes,Yes,Two year,No,87.25,0
81,No,65,Yes,Yes,Fiber optic,No,Yes,One year,Yes,89.85,0
182,No,64,Yes,No,Fiber optic,No,No,Month-to-month,Yes,73.55,0
4856,No,63,Yes,Yes,DSL,Yes,Yes,Two year,Yes,86.7,0
16,No,17,No,No,Fiber optic,No,No,Month-to-month,No,81.5,1
505,Yes,32,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.45,0
112,No,1,No,Yes,Fiber optic,No,No,Month-to-month,No,74.35,0
3628,Yes,12,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.0,1
1803,No,70,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.85,0
1821,No,67,No,Yes,DSL,Yes,Yes,Two year,No,86.15,0
3568,No,70,Yes,Yes,Fiber optic,Yes,Yes,One year,No,115.55,1
1911,Yes,13,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.85,0
2694,Yes,57,Yes,Yes,DSL,Yes,Yes,Two year,No,89.55,0
725,No,72,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,110.65,0
2292,Yes,42,No,Yes,DSL,Yes,No,One year,Yes,45.1,0
3933,Yes,43,No,Yes,DSL,No,No,Month-to-month,No,29.3,0
854,No,55,Yes,No,Fiber optic,No,No,Month-to-month,Yes,98.8,1
4059,Yes,36,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.2,0
1232,Yes,30,No,No,Fiber optic,Yes,No,One year,No,86.45,0
4308,No,59,Yes,No,DSL,Yes,Yes,Two year,Yes,64.05,0
3132,No,1,No,No,DSL,No,No,Month-to-month,No,45.6,0
3714,No,15,No,No,Fiber optic,No,No,Month-to-month,No,75.65,1
197,No,12,Yes,No,Fiber optic,No,No,Month-to-month,Yes,78.95,1
2258,No,12,No,No,Fiber optic,No,No,Month-to-month,Yes,79.95,0
2217,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,106.1,0
263,No,7,No,Yes,DSL,No,No,Month-to-month,Yes,40.1,1
4818,No,39,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,106.4,0
1292,No,24,No,No,Fiber optic,No,No,Month-to-month,Yes,90.35,1
2392,No,40,Yes,Yes,DSL,No,No,Month-to-month,Yes,55.8,1
4802,No,2,No,No,DSL,No,No,Month-to-month,Yes,24.45,1
3021,No,64,No,Yes,DSL,No,Yes,One year,Yes,70.15,0
3766,No,23,No,No,Fiber optic,Yes,No,Month-to-month,No,90.15,0
1424,No,62,No,No,Fiber optic,Yes,No,Month-to-month,Yes,101.35,0
816,Yes,71,Yes,Yes,DSL,Yes,Yes,Two year,Yes,90.55,0
824,No,64,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,94.25,0
3430,Yes,64,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.7,0
1724,No,65,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,104.35,0
2776,Yes,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.2,0
3252,No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,72.2,1
4575,No,17,No,No,Fiber optic,Yes,No,Month-to-month,Yes,82.65,0
3303,No,31,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.95,0
3262,No,29,Yes,No,DSL,No,Yes,One year,No,35.6,0
3013,No,58,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,102.1,1
4175,No,39,Yes,Yes,DSL,No,Yes,One year,No,41.15,0
3907,No,1,Yes,Yes,DSL,No,No,Month-to-month,No,61.15,0
4116,No,20,No,No,Fiber optic,Yes,No,Month-to-month,Yes,90.7,0
2335,No,2,Yes,Yes,Fiber optic,No,No,Month-to-month,No,90.35,0
4187,No,68,Yes,Yes,DSL,Yes,Yes,Two year,Yes,88.15,0
1143,No,19,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,95.15,1
918,No,12,No,No,DSL,Yes,No,Month-to-month,Yes,49.85,0
3200,No,22,No,No,Fiber optic,No,Yes,Month-to-month,Yes,90.0,1
5,Yes,40,No,No,DSL,Yes,No,Month-to-month,Yes,74.55,0
953,No,66,No,Yes,Fiber optic,Yes,Yes,One year,Yes,90.55,0
3369,Yes,4,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.4,0
3421,Yes,57,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.75,0
4196,No,8,Yes,No,DSL,No,No,Month-to-month,No,29.35,0
256,No,53,No,No,Fiber optic,No,No,One year,Yes,95.85,0
4558,No,10,No,No,Fiber optic,Yes,No,Month-to-month,Yes,94.9,1
2582,Yes,69,Yes,No,DSL,Yes,Yes,Two year,No,39.1,0
998,No,66,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,96.6,0
2247,No,19,No,No,DSL,Yes,Yes,Month-to-month,Yes,55.0,1
2463,No,46,Yes,No,DSL,No,No,One year,Yes,30.75,0
452,Yes,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.9,0
3064,Yes,31,No,No,Fiber optic,No,No,Month-to-month,Yes,86.55,1
3904,Yes,8,Yes,Yes,DSL,No,Yes,Two year,Yes,76.15,0
2966,No,1,No,No,DSL,Yes,Yes,One year,No,74.1,0
4149,Yes,39,No,No,DSL,Yes,Yes,One year,No,54.85,0
3500,No,18,No,Yes,Fiber optic,Yes,No,Month-to-month,No,77.8,0
4748,No,1,No,Yes,DSL,No,No,Month-to-month,No,29.95,1
4911,Yes,38,No,No,Fiber optic,Yes,No,Month-to-month,Yes,101.15,0
2886,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,80.55,1
4599,Yes,61,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.0,0
4519,Yes,56,No,Yes,Fiber optic,Yes,Yes,One year,Yes,85.85,0
3409,No,59,Yes,No,DSL,No,Yes,One year,No,68.7,0
4239,No,28,No,No,DSL,Yes,No,Month-to-month,Yes,59.55,0
2306,No,3,No,No,DSL,No,No,Month-to-month,No,35.2,1
2469,Yes,35,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.9,0
3187,No,43,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,94.5,0
3347,No,71,Yes,Yes,DSL,Yes,Yes,Two year,Yes,47.6,0
4768,No,21,Yes,No,DSL,Yes,No,Month-to-month,No,65.35,0
4755,Yes,41,Yes,Yes,Fiber optic,Yes,No,One year,Yes,101.6,0
2559,No,38,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.05,0
1379,No,9,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,91.75,1
101,No,43,No,No,DSL,No,Yes,One year,Yes,64.85,0
1721,No,32,No,No,Fiber optic,No,No,Month-to-month,Yes,74.9,1
3522,No,32,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.9,0
4422,No,70,No internet service,No internet service,No,No internet service,No internet service,One year,No,26.05,0
3883,No,51,No,No,Fiber optic,No,No,One year,No,87.55,0
1750,Yes,11,No,No,Fiber optic,Yes,No,Month-to-month,Yes,78.0,0
357,No,38,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,84.25,1
4773,Yes,10,No,Yes,DSL,No,Yes,Month-to-month,Yes,65.5,0
1913,Yes,46,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.4,0
3215,Yes,1,No,No,DSL,No,No,Month-to-month,Yes,44.35,1
453,No,29,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.35,0
1786,No,13,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.95,0
458,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.8,1
3704,No,24,No,No,DSL,Yes,Yes,Month-to-month,No,34.25,0
3798,No,63,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,103.5,0
488,Yes,14,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.7,0
3127,No,14,Yes,Yes,Fiber optic,No,No,Month-to-month,No,78.85,0
863,No,54,Yes,No,Fiber optic,Yes,Yes,One year,No,84.4,0
1818,Yes,22,Yes,No,Fiber optic,No,No,Month-to-month,No,75.0,0
2493,Yes,71,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,105.1,1
703,No,18,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.35,0
4257,No,62,No,Yes,Fiber optic,Yes,Yes,One year,Yes,110.75,0
3338,No,33,No,Yes,DSL,No,No,One year,Yes,39.1,0
369,No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,0
303,Yes,46,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,110.2,0
1930,No,17,No,Yes,DSL,No,No,Month-to-month,Yes,75.4,0
899,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.3,0
974,Yes,72,Yes,No,Fiber optic,Yes,No,Two year,Yes,105.55,0
2753,Yes,30,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.55,0
3225,No,3,No,No,DSL,No,Yes,Month-to-month,Yes,50.5,0
2812,Yes,42,No,No,Fiber optic,No,No,Month-to-month,Yes,77.95,1
3204,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.95,0
1811,Yes,49,Yes,No,DSL,Yes,Yes,Month-to-month,No,61.75,0
1152,No,55,No,No,Fiber optic,Yes,No,Month-to-month,Yes,77.75,1
19,No,4,No,Yes,DSL,No,No,Month-to-month,No,50.7,1
2851,No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,77.65,1
1470,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,114.3,0
21,Yes,8,No,Yes,DSL,No,Yes,Month-to-month,No,56.3,0
584,No,18,No,No,DSL,Yes,Yes,One year,Yes,82.0,1
4343,Yes,71,Yes,Yes,DSL,Yes,Yes,Two year,No,64.05,0
4423,No,51,Yes,Yes,DSL,Yes,Yes,One year,Yes,81.15,0
2845,No,1,No,No,DSL,No,No,Month-to-month,Yes,50.15,0
2442,No,13,No,No,Fiber optic,No,No,Month-to-month,Yes,70.15,1
33,Yes,69,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.7,0
413,No,9,No,No,DSL,No,No,Month-to-month,No,59.9,0
4243,Yes,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.55,0
2648,Yes,17,No,No,Fiber optic,No,No,Month-to-month,Yes,69.0,1
2521,No,23,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,104.05,1
3088,No,5,No,Yes,Fiber optic,Yes,No,Month-to-month,No,104.1,1
617,No,48,Yes,Yes,DSL,Yes,No,One year,Yes,83.45,0
1857,No,32,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.35,1
2100,Yes,40,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.6,0
432,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,18.85,1
4492,No,30,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,104.1,0
3375,No,19,No,Yes,Fiber optic,No,No,Month-to-month,Yes,88.2,1
4031,No,68,Yes,No,DSL,No,Yes,One year,No,55.9,0
3141,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,74.9,1
1074,Yes,6,No,No,Fiber optic,Yes,No,Month-to-month,No,94.5,1
2906,Yes,14,No,No,Fiber optic,No,No,Month-to-month,Yes,84.8,0
1814,No,50,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.75,0
741,Yes,18,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.45,0
2216,Yes,42,No,No,Fiber optic,Yes,No,Month-to-month,Yes,92.15,0
3276,No,1,No,No,DSL,No,No,Month-to-month,Yes,44.75,0
4463,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,70.25,1
2131,Yes,39,No,No,Fiber optic,No,Yes,Month-to-month,Yes,99.95,0
4872,No,72,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,101.3,0
2618,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.7,0
431,No,62,Yes,Yes,DSL,No,No,One year,Yes,74.3,0
1550,No,37,Yes,No,DSL,No,No,Month-to-month,Yes,55.05,0
4111,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.05,0
4312,No,67,Yes,Yes,Fiber optic,No,No,Month-to-month,No,83.85,0
4037,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,84.8,1
2064,No,17,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.35,0
4598,Yes,32,No,Yes,Fiber optic,No,No,Month-to-month,Yes,98.85,0
2465,Yes,1,No,Yes,DSL,No,No,Month-to-month,No,30.2,1
185,Yes,41,Yes,No,DSL,No,Yes,One year,Yes,74.7,0
903,Yes,46,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,100.7,1
4708,Yes,49,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.45,0
4893,Yes,20,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,25.55,0
846,No,13,No,No,DSL,No,No,Month-to-month,Yes,23.9,1
1669,No,36,No,Yes,Fiber optic,No,No,Month-to-month,Yes,94.8,0
2458,No,18,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.55,0
472,No,49,No,No,Fiber optic,No,No,Month-to-month,Yes,84.5,0
676,No,12,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.05,0
1757,No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,69.7,0
3985,No,10,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.1,0
3946,Yes,70,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.7,0
1257,No,20,No,No,DSL,No,No,Month-to-month,Yes,61.6,1
1604,No,27,No,Yes,Fiber optic,No,No,Month-to-month,Yes,76.1,0
1282,No,2,No,No,Fiber optic,Yes,No,Month-to-month,Yes,88.55,1
800,No,20,No,No,Fiber optic,No,No,Month-to-month,Yes,85.8,1
977,Yes,23,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,84.4,0
3243,Yes,43,No,No,Fiber optic,Yes,Yes,One year,Yes,104.3,0
2244,No,44,Yes,No,DSL,Yes,No,One year,Yes,54.0,0
2172,No,53,No,Yes,Fiber optic,No,No,Month-to-month,Yes,98.4,1
4527,Yes,1,No,No,DSL,No,No,Month-to-month,Yes,25.3,1
3098,No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,18.8,0
3558,No,25,Yes,Yes,DSL,Yes,Yes,One year,No,74.3,1
2297,No,20,No,Yes,DSL,No,Yes,Month-to-month,Yes,68.9,0
3362,No,10,No,No,Fiber optic,No,No,Month-to-month,Yes,86.65,1
2266,Yes,62,Yes,Yes,DSL,No,Yes,Two year,No,48.7,0
2847,No,19,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,105.0,0
52,No,11,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,79.5,0
2967,No,29,No,No,Fiber optic,No,No,Month-to-month,Yes,76.0,0
1278,No,66,No internet service,No internet service,No,No internet service,No internet service,One year,No,25.45,0
1694,No,32,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.4,0
4693,Yes,66,No,No,Fiber optic,Yes,No,Month-to-month,Yes,99.5,1
3031,Yes,68,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.95,0
3782,No,1,No,No,DSL,No,No,Month-to-month,Yes,49.95,1
2232,Yes,22,No,No,DSL,Yes,Yes,One year,Yes,78.65,0
3078,No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.95,0
1508,No,33,No,Yes,DSL,No,Yes,One year,Yes,53.75,0
4434,Yes,9,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.4,0
3617,No,70,No,No,DSL,No,No,One year,Yes,45.25,1
4118,No,23,No,No,Fiber optic,Yes,No,Month-to-month,Yes,81.0,1
3155,No,55,No,Yes,DSL,No,Yes,One year,Yes,64.2,0
26,No,15,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.45,0
587,Yes,29,Yes,No,DSL,No,Yes,One year,No,69.05,0
3320,No,42,No,No,DSL,No,No,Month-to-month,Yes,25.1,0
559,No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,79.2,0
4145,No,11,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.35,0
749,No,21,No,No,Fiber optic,No,No,Month-to-month,Yes,69.1,1
1191,No,7,No,No,DSL,Yes,Yes,One year,Yes,35.5,0
2471,No,71,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,111.25,0
3226,No,54,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,69.9,0
4774,No,43,No,Yes,Fiber optic,No,No,Month-to-month,Yes,77.85,1
4327,No,40,No,No,DSL,Yes,No,One year,Yes,50.25,0
4792,Yes,18,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.1,0
2880,No,66,Yes,Yes,DSL,Yes,No,Two year,Yes,61.15,0
4323,No,15,No,Yes,Fiber optic,No,No,Month-to-month,Yes,83.2,0
4245,No,63,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,109.4,0
1247,No,9,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.9,0
4110,No,60,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.15,0
1551,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,75.1,1
4354,No,52,Yes,Yes,DSL,No,Yes,Two year,No,39.1,0
4472,Yes,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.35,0
4677,No,20,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.7,0
1548,No,70,No,No,Fiber optic,Yes,No,One year,Yes,101.75,0
3015,No,63,Yes,Yes,DSL,Yes,Yes,One year,No,83.0,0
4543,No,10,No,Yes,DSL,No,No,Month-to-month,No,51.2,0
591,No,53,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.05,0
4475,No,31,Yes,Yes,DSL,Yes,Yes,One year,Yes,75.5,0
633,No,30,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,95.0,0
306,Yes,9,No,No,Fiber optic,Yes,Yes,Month-to-month,No,103.1,0
365,No,46,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,21.1,0
2608,Yes,67,No,Yes,Fiber optic,Yes,No,One year,No,87.4,1
3452,No,9,No,No,DSL,No,No,Month-to-month,Yes,44.4,0
1007,Yes,12,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.7,0
1166,Yes,56,Yes,Yes,DSL,No,No,One year,No,68.75,0
917,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.75,0
1743,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.8,0
3956,No,23,No,No,DSL,No,Yes,Month-to-month,Yes,73.65,0
2805,Yes,69,No,Yes,Fiber optic,Yes,No,One year,No,95.75,0
4626,No,25,No,Yes,Fiber optic,No,No,Month-to-month,Yes,89.5,1
4005,No,9,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,79.9,1
1537,Yes,22,No,Yes,Fiber optic,No,No,Month-to-month,No,83.3,1
2571,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,70.15,1
2018,Yes,17,No,No,DSL,No,No,One year,No,44.6,0
700,No,70,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.15,0
1868,No,58,No,Yes,Fiber optic,No,No,Month-to-month,Yes,98.9,0
1580,No,64,No,No,Fiber optic,Yes,No,One year,Yes,100.05,1
1955,No,13,No,No,Fiber optic,No,No,Month-to-month,Yes,80.85,1
2964,No,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.35,1
2516,No,68,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.0,0
4791,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,107.45,0
603,No,39,No,No,DSL,No,Yes,Two year,Yes,53.85,0
2813,No,4,No,No,Fiber optic,No,No,Month-to-month,No,74.95,1
3495,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,80.2,1
2137,No,46,No,No,Fiber optic,No,No,Month-to-month,Yes,80.4,1
311,No,11,No,No,DSL,No,No,Month-to-month,Yes,44.65,0
4133,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.05,0
474,Yes,48,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.65,0
4516,No,24,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.45,0
3073,No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,95.45,1
167,Yes,11,No,No,Fiber optic,Yes,No,Month-to-month,Yes,78.1,0
2436,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,108.3,0
1700,No,48,No,Yes,DSL,Yes,No,One year,Yes,65.65,0
3802,Yes,66,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,90.95,0
457,No,63,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.25,0
2881,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.85,0
1297,No,64,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.55,0
183,Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,26.25,0
4504,Yes,13,No,Yes,DSL,No,No,Month-to-month,No,30.15,0
1614,No,72,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,109.75,0
3953,Yes,7,Yes,No,DSL,No,No,Month-to-month,No,50.7,0
4334,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,79.65,1
1102,No,10,No,No,Fiber optic,No,No,Month-to-month,Yes,85.6,1
3151,No,70,No,Yes,DSL,Yes,Yes,Two year,Yes,84.8,0
2677,No,12,No,No,DSL,No,No,Month-to-month,Yes,45.05,0
1396,No,6,No,Yes,Fiber optic,No,No,Month-to-month,Yes,84.2,1
1520,Yes,12,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.1,0
2407,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.85,0
4521,Yes,9,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.35,0
3735,Yes,54,No,Yes,DSL,Yes,Yes,Month-to-month,Yes,86.2,0
4286,No,1,No,No,Fiber optic,No,No,Month-to-month,No,70.9,1
808,No,8,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.15,1
2253,No,49,No,No,Fiber optic,No,No,Month-to-month,Yes,74.6,0
4547,Yes,19,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.6,0
720,No,61,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,106.2,0
1129,No,62,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,89.1,0
4476,No,44,No,No,DSL,Yes,No,One year,Yes,49.05,0
